,molregno,chembl_id,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations
0,1219,CHEMBL6966,454.61,5.09,6.0,0.0,63.95,13.0,N,1.0,,9.68,5.04,2.79,BASE,454.61,2.0,33.0,0.42,454.2832,C27H38N2O4,6.0,0.0,1.0
1,14790,CHEMBL14498,303.84,4.18,3.0,1.0,28.16,5.0,N,0.0,,9.55,3.14,0.81,BASE,303.84,2.0,21.0,0.84,303.1502,C17H22ClN3,3.0,1.0,0.0
2,15890,CHEMBL110,260.25,1.11,5.0,1.0,90.06,5.0,N,0.0,13.68,0.2,1.32,1.32,NEUTRAL,260.25,2.0,19.0,0.64,260.0909,C12H12N4O3,7.0,1.0,0.0
3,17169,CHEMBL114,670.86,3.09,7.0,5.0,166.75,12.0,N,1.0,13.61,8.47,3.16,2.05,NEUTRAL,670.86,3.0,49.0,0.2,670.3843,C38H50N6O5,11.0,6.0,3.0
4,18589,CHEMBL274993,274.36,4.91,1.0,0.0,17.07,2.0,N,0.0,,,5.6,5.6,NEUTRAL,274.36,2.0,21.0,0.71,274.1358,C20H18O,1.0,0.0,0.0
5,27688,CHEMBL282672,162.15,1.04,4.0,2.0,66.24,0.0,N,0.0,11.21,,1.88,1.88,NEUTRAL,162.15,2.0,12.0,0.61,162.0429,C8H6N2O2,4.0,2.0,0.0
6,30864,CHEMBL25988,180.24,0.66,3.0,2.0,63.63,2.0,N,0.0,6.67,3.64,1.23,0.57,NEUTRAL,180.24,1.0,12.0,0.3,180.047,C7H8N4S,4.0,2.0,0.0
7,43896,CHEMBL31000,222.68,2.29,3.0,2.0,45.15,3.0,Y,0.0,,7.29,1.52,1.28,NEUTRAL,222.68,2.0,15.0,0.84,222.056,C11H11ClN2O,3.0,2.0,0.0
8,44987,CHEMBL416771,194.26,0.64,3.0,2.0,63.3,2.0,N,0.0,11.64,2.88,0.68,0.68,NEUTRAL,194.26,1.0,13.0,0.41,194.0626,C8H10N4S,4.0,3.0,0.0
9,99105,CHEMBL418661,314.38,0.53,4.0,3.0,108.03,9.0,N,0.0,3.67,,1.08,-2.24,ACID,314.38,0.0,22.0,0.54,314.1842,C15H26N2O5,7.0,3.0,0.0
10,114631,CHEMBL74689,193.28,1.66,2.0,2.0,50.74,2.0,Y,0.0,6.94,3.64,1.61,1.11,NEUTRAL,193.28,1.0,13.0,0.32,193.0674,C9H11N3S,3.0,2.0,0.0
11,147149,CHEMBL313679,286.2,2.81,2.0,2.0,50.74,3.0,Y,0.0,6.6,3.63,3.08,2.39,NEUTRAL,286.2,1.0,15.0,0.38,284.9935,C10H12BrN3S,3.0,2.0,0.0
12,147999,CHEMBL90512,262.17,2.96,2.0,2.0,50.74,2.0,Y,0.0,6.31,3.63,2.82,1.98,ACID,262.17,1.0,15.0,0.37,260.9894,C9H9Cl2N3S,3.0,2.0,0.0
13,151502,CHEMBL91704,574.75,3.66,5.0,2.0,98.82,11.0,N,1.0,13.99,7.02,3.96,3.81,NEUTRAL,574.75,3.0,41.0,0.36,574.2614,C32H38N4O4S,8.0,2.0,1.0
14,161080,CHEMBL99254,221.69,2.26,3.0,2.0,50.94,3.0,Y,0.0,,9.62,1.41,-0.98,BASE,221.69,2.0,15.0,0.84,221.072,C11H12ClN3,3.0,3.0,0.0
15,231902,CHEMBL344174,337.38,2.16,4.0,2.0,91.22,7.0,N,0.0,11.95,,2.19,2.19,NEUTRAL,337.38,2.0,25.0,0.76,337.1426,C19H19N3O3,6.0,2.0,0.0
16,243798,CHEMBL146616,289.81,3.79,3.0,1.0,28.16,4.0,N,0.0,,9.05,3.08,1.3,BASE,289.81,2.0,20.0,0.93,289.1346,C16H20ClN3,3.0,1.0,0.0
17,243801,CHEMBL148139,291.78,2.63,4.0,1.0,37.39,4.0,N,0.0,,7.43,2.01,1.67,NEUTRAL,291.78,2.0,20.0,0.94,291.1138,C15H18ClN3O,4.0,1.0,0.0
18,255347,CHEMBL1292,473.41,7.49,4.0,1.0,42.21,4.0,N,1.0,,6.63,7.3,7.24,NEUTRAL,473.41,3.0,33.0,0.27,472.1222,C27H22Cl2N4,4.0,1.0,1.0
19,372418,CHEMBL374508,357.41,-1.46,5.0,5.0,172.43,11.0,N,0.0,3.67,11.27,-2.79,-2.79,ZWITTERION,357.41,0.0,25.0,0.13,357.2012,C15H27N5O5,10.0,7.0,1.0
20,381566,CHEMBL227002,238.25,2.63,3.0,0.0,52.97,2.0,Y,0.0,,,2.96,2.96,NEUTRAL,238.25,3.0,18.0,0.51,238.0742,C14H10N2O2,4.0,0.0,0.0
21,381572,CHEMBL226536,238.25,2.63,3.0,0.0,52.97,2.0,Y,0.0,,,2.96,2.96,NEUTRAL,238.25,3.0,18.0,0.51,238.0742,C14H10N2O2,4.0,0.0,0.0
22,391517,CHEMBL242106,221.33,1.98,2.0,2.0,50.41,3.0,Y,0.0,11.71,3.05,2.91,2.91,NEUTRAL,221.33,1.0,15.0,0.47,221.0987,C11H15N3S,3.0,3.0,0.0
23,398688,CHEMBL235241,235.72,2.65,3.0,2.0,50.94,4.0,N,0.0,,9.82,1.47,-1.1,BASE,235.72,2.0,16.0,0.8,235.0876,C12H14ClN3,3.0,3.0,0.0
24,405055,CHEMBL241622,270.31,3.22,4.0,0.0,52.97,3.0,N,0.0,,,3.01,3.01,NEUTRAL,270.31,3.0,19.0,0.54,270.0463,C14H10N2O2S,4.0,0.0,0.0
25,405057,CHEMBL241624,286.31,2.24,4.0,0.0,70.04,3.0,N,0.0,,,1.51,1.51,NEUTRAL,286.31,3.0,20.0,0.69,286.0412,C14H10N2O3S,5.0,0.0,0.0
26,405058,CHEMBL238428,286.31,2.24,4.0,0.0,70.04,3.0,N,0.0,,,1.51,1.51,NEUTRAL,286.31,3.0,20.0,0.69,286.0412,C14H10N2O3S,5.0,0.0,0.0
27,405059,CHEMBL238429,302.31,1.91,5.0,0.0,87.11,3.0,N,0.0,,,1.7,1.7,NEUTRAL,302.31,3.0,21.0,0.69,302.0361,C14H10N2O4S,6.0,0.0,0.0
28,405060,CHEMBL391827,302.31,1.91,5.0,0.0,87.11,3.0,N,0.0,,,1.7,1.7,NEUTRAL,302.31,3.0,21.0,0.69,302.0361,C14H10N2O4S,6.0,0.0,0.0
29,416704,CHEMBL249810,560.65,3.33,7.0,3.0,126.49,14.0,N,1.0,13.02,,4.58,4.58,NEUTRAL,560.65,3.0,41.0,0.2,560.2523,C32H36N2O7,9.0,3.0,1.0
30,416705,CHEMBL274715,560.65,3.33,7.0,3.0,126.49,14.0,N,1.0,13.02,,4.58,4.58,NEUTRAL,560.65,3.0,41.0,0.2,560.2523,C32H36N2O7,9.0,3.0,1.0
31,416706,CHEMBL249814,558.63,3.54,7.0,2.0,123.33,14.0,N,1.0,12.52,,5.19,5.19,NEUTRAL,558.63,3.0,41.0,0.23,558.2366,C32H34N2O7,9.0,2.0,1.0
32,416707,CHEMBL249815,558.63,3.54,7.0,2.0,123.33,14.0,N,1.0,12.52,,5.19,5.19,NEUTRAL,558.63,3.0,41.0,0.23,558.2366,C32H34N2O7,9.0,2.0,1.0
33,447562,CHEMBL460048,237.24,-0.37,5.0,2.0,103.38,2.0,N,0.0,11.71,,0.18,0.18,NEUTRAL,237.24,2.0,16.0,0.32,237.032,C8H7N5O2S,7.0,3.0,0.0
34,447563,CHEMBL460049,277.31,0.45,5.0,2.0,89.39,4.0,N,0.0,11.31,0.0,1.17,1.17,NEUTRAL,277.31,2.0,19.0,0.28,277.0633,C11H11N5O2S,7.0,2.0,0.0
35,447565,CHEMBL512925,270.24,1.85,5.0,0.0,79.27,4.0,N,0.0,,,1.45,1.45,NEUTRAL,270.24,3.0,20.0,0.53,270.0641,C14H10N2O4,6.0,0.0,0.0
36,447567,CHEMBL459639,327.3,1.04,6.0,2.0,129.68,5.0,N,0.0,11.87,1.43,0.97,0.97,NEUTRAL,327.3,3.0,24.0,0.41,327.0968,C15H13N5O4,9.0,3.0,0.0
37,452375,CHEMBL462539,314.7,3.9,4.0,1.0,50.17,3.0,N,0.0,11.44,2.99,4.56,4.55,NEUTRAL,314.7,2.0,21.0,0.69,314.0546,C13H10ClF3N4,4.0,1.0,0.0
38,453254,CHEMBL452599,266.23,2.94,4.0,1.0,50.17,3.0,N,0.0,11.31,3.13,3.82,3.82,NEUTRAL,266.23,2.0,19.0,0.69,266.0779,C12H9F3N4,4.0,1.0,0.0
39,453255,CHEMBL510327,280.25,3.25,4.0,1.0,50.17,3.0,N,0.0,11.33,3.29,4.33,4.33,NEUTRAL,280.25,2.0,20.0,0.69,280.0936,C13H11F3N4,4.0,1.0,0.0
40,453315,CHEMBL455668,280.25,3.25,4.0,1.0,50.17,3.0,N,0.0,11.38,3.32,4.33,4.33,NEUTRAL,280.25,2.0,20.0,0.69,280.0936,C13H11F3N4,4.0,1.0,0.0
41,453316,CHEMBL455669,300.67,3.59,4.0,1.0,50.17,3.0,N,0.0,11.3,2.76,4.42,4.42,NEUTRAL,300.67,2.0,20.0,0.7,300.039,C12H8ClF3N4,4.0,1.0,0.0
42,453317,CHEMBL452693,296.25,2.95,5.0,1.0,59.4,4.0,N,0.0,11.43,3.19,3.66,3.66,NEUTRAL,296.25,2.0,21.0,0.7,296.0885,C13H11F3N4O,5.0,1.0,0.0
43,453318,CHEMBL453633,311.22,2.85,6.0,1.0,93.31,4.0,N,0.0,10.96,2.53,3.76,3.76,NEUTRAL,311.22,2.0,22.0,0.53,311.063,C12H8F3N5O2,7.0,1.0,0.0
44,453319,CHEMBL451256,294.28,3.56,4.0,1.0,50.17,3.0,N,0.0,11.47,3.44,4.46,4.46,NEUTRAL,294.28,2.0,21.0,0.7,294.1092,C14H13F3N4,4.0,1.0,0.0
45,453320,CHEMBL453634,310.28,3.26,5.0,1.0,59.4,4.0,N,0.0,10.86,2.92,3.79,3.79,NEUTRAL,310.28,2.0,22.0,0.7,310.1041,C14H13F3N4O,5.0,1.0,0.0
46,454625,CHEMBL474727,265.34,1.19,4.0,2.0,68.87,3.0,N,0.0,11.67,1.91,1.5,1.5,NEUTRAL,265.34,1.0,18.0,0.63,265.0885,C12H15N3O2S,5.0,3.0,0.0
47,455835,CHEMBL474331,235.31,1.18,3.0,2.0,59.64,2.0,Y,0.0,11.67,2.04,1.66,1.66,NEUTRAL,235.31,1.0,16.0,0.6,235.0779,C11H13N3OS,4.0,3.0,0.0
48,455837,CHEMBL474332,235.31,1.18,3.0,2.0,59.64,2.0,Y,0.0,11.67,2.01,1.66,1.66,NEUTRAL,235.31,1.0,16.0,0.6,235.0779,C11H13N3OS,4.0,3.0,0.0
49,455838,CHEMBL514956,265.34,1.19,4.0,2.0,68.87,3.0,N,0.0,11.67,1.88,1.5,1.5,NEUTRAL,265.34,1.0,18.0,0.63,265.0885,C12H15N3O2S,5.0,3.0,0.0
50,493129,CHEMBL502160,302.42,5.52,1.0,0.0,17.07,2.0,N,1.0,,,6.62,6.62,NEUTRAL,302.42,2.0,23.0,0.67,302.1671,C22H22O,1.0,0.0,1.0
51,518117,CHEMBL454439,220.7,3.71,2.0,1.0,24.92,3.0,N,0.0,,7.31,3.09,2.84,NEUTRAL,220.7,2.0,15.0,0.85,220.0767,C12H13ClN2,2.0,1.0,0.0
52,518120,CHEMBL460418,236.7,2.68,3.0,2.0,45.15,4.0,N,0.0,,7.31,1.58,1.34,NEUTRAL,236.7,2.0,16.0,0.8,236.0716,C12H13ClN2O,3.0,2.0,0.0
53,524517,CHEMBL528696,268.75,4.5,2.0,1.0,24.92,3.0,N,0.0,,7.27,3.93,3.7,NEUTRAL,268.75,3.0,19.0,0.76,268.0767,C16H13ClN2,2.0,1.0,0.0
54,554556,CHEMBL560043,352.38,3.02,7.0,3.0,122.72,4.0,N,0.0,9.91,1.87,1.86,1.86,NEUTRAL,352.38,4.0,25.0,0.49,352.0742,C16H12N6O2S,8.0,4.0,0.0
55,554565,CHEMBL563022,329.31,1.23,7.0,2.0,112.77,4.0,N,0.0,13.04,5.17,1.6,1.6,NEUTRAL,329.31,2.0,24.0,0.81,329.1012,C16H15N3O5,8.0,3.0,0.0
56,554643,CHEMBL540153,275.35,1.45,3.0,3.0,84.22,4.0,N,0.0,,2.75,1.56,1.56,NEUTRAL,275.35,1.0,20.0,0.73,275.1634,C15H21N3O2,5.0,4.0,0.0
57,556377,CHEMBL562106,392.25,2.85,5.0,2.0,94.31,6.0,N,0.0,12.6,5.17,3.5,3.5,NEUTRAL,392.25,2.0,24.0,0.74,391.0532,C17H18BrN3O3,6.0,3.0,0.0
58,558087,CHEMBL541696,340.17,2.77,5.0,2.0,94.31,4.0,N,0.0,11.67,5.17,3.29,3.29,NEUTRAL,340.17,2.0,22.0,0.83,339.0177,C14H11Cl2N3O3,6.0,3.0,0.0
59,558088,CHEMBL563474,325.15,3.18,4.0,1.0,68.29,4.0,N,0.0,11.67,2.16,3.07,3.07,NEUTRAL,325.15,2.0,21.0,0.88,324.0068,C14H10Cl2N2O3,5.0,1.0,0.0
60,561623,CHEMBL554709,398.24,1.99,6.0,3.0,124.51,5.0,N,0.0,10.29,1.54,2.93,2.93,NEUTRAL,398.24,2.0,23.0,0.52,396.9732,C14H12BrN3O4S,7.0,5.0,0.0
61,561624,CHEMBL549615,337.28,2.06,6.0,2.0,103.54,6.0,N,0.0,11.54,5.17,2.86,2.85,NEUTRAL,337.28,2.0,24.0,0.78,337.0874,C15H13F2N3O4,7.0,3.0,0.0
62,561699,CHEMBL570547,338.19,4.1,3.0,1.0,55.4,4.0,N,0.0,11.67,,4.61,4.61,NEUTRAL,338.19,2.0,22.0,0.85,337.0272,C16H13Cl2NO3,4.0,1.0,0.0
63,561700,CHEMBL552244,276.34,0.84,4.0,3.0,97.11,4.0,N,0.0,,5.5,0.94,0.93,NEUTRAL,276.34,1.0,20.0,0.76,276.1586,C14H20N4O2,6.0,4.0,0.0
64,563369,CHEMBL550694,291.35,1.66,5.0,2.0,94.31,4.0,N,0.0,,5.17,2.31,2.31,NEUTRAL,291.35,1.0,21.0,0.65,291.1583,C15H21N3O3,6.0,3.0,0.0
65,576909,CHEMBL568312,286.31,2.24,4.0,0.0,70.04,3.0,N,0.0,,,1.51,1.51,NEUTRAL,286.31,3.0,20.0,0.69,286.0412,C14H10N2O3S,5.0,0.0,0.0
66,576922,CHEMBL568488,302.31,1.91,5.0,0.0,87.11,3.0,N,0.0,,,1.7,1.7,NEUTRAL,302.31,3.0,21.0,0.69,302.0361,C14H10N2O4S,6.0,0.0,0.0
67,576925,CHEMBL577708,266.26,2.36,4.0,0.0,70.04,3.0,N,0.0,,,2.13,2.13,NEUTRAL,266.26,3.0,20.0,0.41,266.0691,C15H10N2O3,5.0,0.0,0.0
